"","stateabbr","block_fips","hu2010","hu2011","hu2012","hu2013","hu2014","hu2015","hu2016","hu2017","pop2010","pop2011","pop2012","pop2013","pop2014","pop2015","pop2016","pop2017","hh2010","hh2011","hh2012","hh2013","hh2014","hh2015","hh2016","hh2017","TractCode"
"10114910","VT",500239555003001,20,20,20,20,20,20,20,20,34,34,34,34,34,34,34,34,16,16,16,16,16,16,16,16,"50023955500"
"10114911","VT",500239555003002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114912","VT",500239555003003,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,"50023955500"
"10114913","VT",500239555003004,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,"50023955500"
"10114914","VT",500239555003005,19,19,20,20,20,20,20,21,43,43,43,43,43,43,43,43,19,19,20,20,20,20,20,21,"50023955500"
"10114915","VT",500239555003006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114916","VT",500239555003007,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,"50023955500"
"10114917","VT",500239555003008,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,"50023955500"
"10114918","VT",500239555003009,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,17,17,17,17,17,17,17,17,"50023955500"
"10114919","VT",500239555003010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114920","VT",500239555003011,26,26,26,26,26,28,28,28,51,51,51,51,51,51,51,51,25,25,25,25,25,26.923,26.923,26.923,"50023955500"
"10114921","VT",500239555003012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114922","VT",500239555003013,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,"50023955500"
"10114923","VT",500239555003014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8359,"50023955500"
"10114924","VT",500239555003015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114925","VT",500239555003016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114926","VT",500239555003017,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,"50023955500"
"10114927","VT",500239555003018,22,22,22,22,22,22,22,22,51,51,51,51,51,51,51,51,21,21,21,21,21,21,21,21,"50023955500"
"10114928","VT",500239555003019,37,37,37,37,37,37,37,37,86,86,86,86,86,86,86,86,35,35,35,35,35,35,35,35,"50023955500"
"10114929","VT",500239555003020,17,17,17,17,17,17,17,17,42,42,42,42,42,42,42,42,16,16,16,16,16,16,16,16,"50023955500"
"10114930","VT",500239555003021,11,11,11,11,11,11,11,11,32,32,32,32,32,32,32,32,11,11,11,11,11,11,11,11,"50023955500"
"10114931","VT",500239555003022,12,12,12,12,12,12,12,12,25,25,25,25,25,25,25,25,12,12,12,12,12,12,12,12,"50023955500"
"10114932","VT",500239555003023,12,12,12,12,12,12,12,12,29,29,29,29,29,29,29,29,12,12,12,12,12,12,12,12,"50023955500"
"10114933","VT",500239555003024,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,"50023955500"
"10114934","VT",500239555003025,13,13,13,13,13,13,13,13,31,31,31,31,31,31,31,31,11,11,11,11,11,11,11,11,"50023955500"
"10114935","VT",500239555003026,11,11,11,11,11,11,11,11,29,29,29,29,29,29,29,29,11,11,11,11,11,11,11,11,"50023955500"
"10114936","VT",500239555003027,23,23,23,23,23,23,23,23,47,47,47,47,47,47,47,47,22,22,22,22,22,22,22,22,"50023955500"
"10114937","VT",500239555003028,13,13,13,13,13,13,13,14,27,27,27,27,27,27,27,27,11,11,11,11,11,11,11,11.8462,"50023955500"
"10114938","VT",500239555003029,29,29,29,29,29,29,29,29,87,87,87,87,87,87,87,87,29,29,29,29,29,29,29,29,"50023955500"
"10114939","VT",500239555003030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114940","VT",500239555003031,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50023955500"
"10114941","VT",500239555003032,29,29,29,29,29,29,29,29,75,75,75,75,75,75,75,75,29,29,29,29,29,29,29,29,"50023955500"
"10114942","VT",500239555003033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114943","VT",500239555003034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114944","VT",500239555003035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114945","VT",500239555003036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114946","VT",500239555003037,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50023955500"
"10114947","VT",500239555003038,25,25,25,25,25,25,25,26,57,57,57,57,57,57,57,57,22,22,22,22,22,22,22,22.88,"50023955500"
"10114948","VT",500239555003039,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,"50023955500"
"10114949","VT",500239555003040,29,29,29,29,29,30,30,30,57,57,57,57,57,57,57,57,25,25,25,25,25,25.8621,25.8621,25.8621,"50023955500"
"10114950","VT",500239555003041,11,11,11,11,11,11,11,11,25,25,25,25,25,25,25,25,10,10,10,10,10,10,10,10,"50023955500"
"10114951","VT",500239555003042,17,17,17,17,17,17,17,17,42,42,42,42,42,42,42,42,17,17,17,17,17,17,17,17,"50023955500"
"10114952","VT",500239555003043,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,"50023955500"
"10114953","VT",500239555003044,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,"50023955500"
"10114954","VT",500239555003045,17,17,17,17,17,17,17,17,32,32,32,32,32,32,32,32,17,17,17,17,17,17,17,17,"50023955500"
"10114955","VT",500239555003046,6,6,6,6,6,6,6,6,21,21,21,21,21,21,21,21,6,6,6,6,6,6,6,6,"50023955500"
"10114956","VT",500239555003047,25,25,25,25,25,25,25,26,58,58,58,58,58,58,58,58,24,24,24,24,24,24,24,24.96,"50023955500"
"10114957","VT",500239555003048,5,5,5,5,5,5,5,5,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,"50023955500"
"10114958","VT",500239555003049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114959","VT",500239555003050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114960","VT",500239555004000,7,7,7,7,7,7,7,7,14,14,14,14,14,14,14,14,6,6,6,6,6,6,6,6,"50023955500"
"10114961","VT",500239555004001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8359,"50023955500"
"10114962","VT",500239555004002,14,14,14,14,14,14,14,15,32,32,32,32,32,32,32,32,13,13,13,13,13,13,13,13.9286,"50023955500"
"10114963","VT",500239555004003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114964","VT",500239555004004,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,"50023955500"
"10114965","VT",500239555004005,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114966","VT",500239555004006,41,41,42,42,42,42,42,43,102,102,102,102,102,102,102,102,37,37,37.9024,37.9024,37.9024,37.9024,37.9024,38.8048,"50023955500"
"10114967","VT",500239555004007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114968","VT",500239555004008,76,76,77,78,78,80,80,81,160,160,160,157,157,157,157,157,57,57,57.75,58.5,58.5,60,60,60.75,"50023955500"
"10114969","VT",500239555004009,11,11,11,11,11,11,11,11,34,34,34,34,34,34,34,34,11,11,11,11,11,11,11,11,"50023955500"
"10114970","VT",500239555004010,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,"50023955500"
"10114971","VT",500239555004011,13,13,14,14,15,15,15,15,23,23,23,23,23,23,23,23,11,11,11.8462,11.8462,12.6924,12.6924,12.6924,12.6924,"50023955500"
"10114972","VT",500239555004012,5,5,5,6,6,6,6,6,10,10,10,10,10,10,10,10,4,4,4,4.8,4.8,4.8,4.8,4.8,"50023955500"
"10114973","VT",500239555004013,88,88,88,88,88,88,88,88,126,126,126,126,126,126,126,126,79,79,79,79,79,79,79,79,"50023955500"
"10114974","VT",500239555004014,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,"50023955500"
"10114975","VT",500239555004015,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,"50023955500"
"10114976","VT",500239555004016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8359,"50023955500"
"10114977","VT",500239555004017,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,"50023955500"
"10114978","VT",500239555004018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"50023955500"
"10114979","VT",500239555004019,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,"50023955500"
"10114980","VT",500239555004020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114981","VT",500239555004021,13,13,13,13,13,13,13,15,35,35,35,35,35,35,35,35,13,13,13,13,13,13,13,15,"50023955500"
"10114982","VT",500239555004022,15,15,16,16,16,16,16,16,29,29,29,29,29,29,29,29,11,11,11.7333,11.7333,11.7333,11.7333,11.7333,11.7333,"50023955500"
"10114983","VT",500239555004023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114984","VT",500239555004024,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,"50023955500"
"10114985","VT",500239555004025,9,9,9,9,9,9,9,9,21,21,21,21,21,21,21,21,8,8,8,8,8,8,8,8,"50023955500"
"10114986","VT",500239555004026,48,48,48,48,48,48,48,48,90,90,90,90,90,90,90,90,37,37,37,37,37,37,37,37,"50023955500"
"10114987","VT",500239555004027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114988","VT",500239555004028,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114989","VT",500239555004029,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50023955500"
"10114990","VT",500239555004030,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,"50023955500"
"10114991","VT",500239555004031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114992","VT",500239555004032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114993","VT",500239555004033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114994","VT",500239555004034,21,21,21,21,21,21,21,21,43,43,43,43,43,43,43,43,19,19,19,19,19,19,19,19,"50023955500"
"10114995","VT",500239555004035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114996","VT",500239555004036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114997","VT",500239555004037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"50023955500"
"10114998","VT",500239555004038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10114999","VT",500239555004039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115000","VT",500239555004040,19,19,19,19,20,21,21,21,30,30,30,30,30,30,30,30,18,18,18,18,18.9474,19.8948,19.8948,19.8948,"50023955500"
"10115001","VT",500239555004041,11,11,11,11,11,11,11,11,29,29,29,29,29,29,29,29,11,11,11,11,11,11,11,11,"50023955500"
"10115002","VT",500239555004042,29,29,29,29,29,29,29,29,60,60,60,60,60,60,60,60,24,24,24,24,24,24,24,24,"50023955500"
"10115003","VT",500239555004043,49,50,50,50,50,50,50,50,174,174,174,171,171,171,171,171,43,43.8776,43.8776,43.8776,43.8776,43.8776,43.8776,43.8776,"50023955500"
"10115004","VT",500239555004044,11,11,11,11,11,11,11,11,23,23,23,23,23,23,23,23,9,9,9,9,9,9,9,9,"50023955500"
"10115005","VT",500239555004045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115006","VT",500239555004046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115007","VT",500239555004047,9,9,9,9,9,9,9,9,25,25,25,25,25,25,25,25,9,9,9,9,9,9,9,9,"50023955500"
"10115008","VT",500239555004048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115009","VT",500239555004049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115010","VT",500239555004050,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,"50023955500"
"10115011","VT",500239555004051,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,"50023955500"
"10115012","VT",500239555004052,21,21,21,21,21,21,21,21,64,64,64,64,64,64,64,64,20,20,20,20,20,20,20,20,"50023955500"
"10115013","VT",500239555004053,11,11,11,11,11,11,11,11,32,32,32,32,32,32,32,32,11,11,11,11,11,11,11,11,"50023955500"
"10115014","VT",500239555004054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115015","VT",500239555005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115016","VT",500239555005001,30,30,30,30,30,30,30,30,35,35,35,35,35,35,35,35,30,30,30,30,30,30,30,30,"50023955500"
"10115017","VT",500239555005002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115018","VT",500239555005003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115019","VT",500239555005004,15,15,15,15,15,15,15,15,24,24,24,24,24,24,24,24,14,14,14,14,14,14,14,14,"50023955500"
"10115020","VT",500239555005005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115021","VT",500239555005006,25,25,25,25,25,25,25,25,45,45,45,45,45,45,45,45,21,21,21,21,21,21,21,21,"50023955500"
"10115022","VT",500239555005007,57,57,57,57,57,57,57,57,121,121,121,121,121,121,121,121,53,53,53,53,53,53,53,53,"50023955500"
"10115023","VT",500239555005008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115024","VT",500239555005009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115025","VT",500239555005010,4,4,4,4,4,4,4,5,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,5,"50023955500"
"10115026","VT",500239555005011,14,14,14,14,14,15,15,15,30,30,30,30,30,30,30,30,12,12,12,12,12,12.8571,12.8571,12.8571,"50023955500"
"10115027","VT",500239555005012,9,9,9,9,9,9,9,9,20,20,20,20,20,20,20,20,8,8,8,8,8,8,8,8,"50023955500"
"10115028","VT",500239555005013,12,12,12,12,12,12,12,12,15,15,15,15,15,15,15,15,8,8,8,8,8,8,8,8,"50023955500"
"10115029","VT",500239555005014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115030","VT",500239555005015,0,0,0,0,0,0,0,0,1194,1194,1189,1187,1179,1156,1151,1147,0,0,0,0,0,0,0,0,"50023955500"
"10115031","VT",500239555005016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115032","VT",500239555005017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115033","VT",500239555005018,0,0,0,0,0,0,0,0,163,163,163,161,161,161,161,161,0,0,0,0,0,0,0,0,"50023955500"
"10115034","VT",500239555005019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115035","VT",500239555005020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115036","VT",500239555005021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115037","VT",500239555005022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115038","VT",500239555005023,1,1,1,1,1,1,1,1,275,275,270,268,260,260,254,250,0,0,0,0,0,0,0,0,"50023955500"
"10115039","VT",500239555005024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115040","VT",500239555005025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115041","VT",500239555005026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115042","VT",500239555005027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115043","VT",500239555005028,15,15,15,15,15,15,15,15,37,37,37,37,37,37,37,37,13,13,13,13,13,13,13,13,"50023955500"
"10115044","VT",500239555005029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115045","VT",500239555005030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115046","VT",500239555005031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115047","VT",500239555005032,18,18,18,18,18,18,18,18,51,51,51,51,51,51,51,51,17,17,17,17,17,17,17,17,"50023955500"
"10115048","VT",500239555005033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115049","VT",500239555005034,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50023955500"
"10115050","VT",500239555005035,65,65,65,65,65,65,65,65,142,142,142,142,142,142,142,142,60,60,60,60,60,60,60,60,"50023955500"
"10115051","VT",500239555005036,4,4,4,4,4,4,4,5,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,5,"50023955500"
"10115052","VT",500239555005037,6,6,6,6,6,6,6,6,16,16,16,16,16,16,16,16,6,6,6,6,6,6,6,6,"50023955500"
"10115053","VT",500239555005038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115054","VT",500239555005039,32,32,32,32,32,32,33,33,68,68,68,68,68,68,68,68,30,30,30,30,30,30,30.9375,30.9375,"50023955500"
"10115055","VT",500239555005040,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50023955500"
"10115056","VT",500239555005041,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,"50023955500"
"10115057","VT",500239555005042,5,5,5,5,5,5,5,5,13,13,13,13,13,13,13,13,5,5,5,5,5,5,5,5,"50023955500"
"10115058","VT",500239555005043,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,"50023955500"
"10115059","VT",500239555005044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115060","VT",500239555005045,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,"50023955500"
"10115061","VT",500239555005046,10,10,10,10,10,10,10,10,23,23,23,23,23,23,23,23,9,9,9,9,9,9,9,9,"50023955500"
"10115062","VT",500239555005047,22,23,23,23,23,23,23,23,42,42,42,42,42,42,42,42,18,18.8182,18.8182,18.8182,18.8182,18.8182,18.8182,18.8182,"50023955500"
"10115063","VT",500239555005048,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,"50023955500"
"10115064","VT",500239555005049,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8359,1.6718,"50023955500"
"10115065","VT",500239555005050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115066","VT",500239555005051,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,14,14,14,14,14,14,14,14,"50023955500"
"10115067","VT",500239555005052,17,17,17,17,17,17,18,20,44,44,44,44,44,44,44,44,16,16,16,16,16,16,16.9412,18.8236,"50023955500"
"10115068","VT",500239555005053,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50023955500"
"10115069","VT",500239555005054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"50023955500"
"10115070","VT",500239555005055,5,5,5,5,5,5,5,5,11,11,11,11,11,11,11,11,5,5,5,5,5,5,5,5,"50023955500"
"10115071","VT",500239555005056,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,"50023955500"
"10115072","VT",500239555005057,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,"50023955500"
"10115073","VT",500239555005058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115074","VT",500239555005059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115075","VT",500239555005060,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,"50023955500"
"10115076","VT",500239555005061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"50023955500"
"10115077","VT",500239555005062,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,"50023955500"
"10115078","VT",500239555005063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955500"
"10115079","VT",500239556001000,98,98,98,98,98,98,99,103,110,110,110,110,110,110,110,110,60,60,60,60,60,60,60.6122,63.061,"50023955600"
"10115080","VT",500239556001001,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2.3333,"50023955600"
"10115081","VT",500239556001002,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,"50023955600"
"10115082","VT",500239556001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955600"
"10115083","VT",500239556001004,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955600"
"10115084","VT",500239556001005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50023955600"
"10115085","VT",500239556001006,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8359,"50023955600"
"10115086","VT",500239556001007,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955600"
"10115087","VT",500239556001008,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,"50023955600"
"10115088","VT",500239556001009,24,24,24,24,24,25,25,25,40,40,40,40,40,40,40,40,16,16,16,16,16,16.6667,16.6667,16.6667,"50023955600"
"10115089","VT",500239556001010,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,"50023955600"
"10115090","VT",500239556001011,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,15,6,6,6,6,6,6,6,6,"50023955600"
"10115091","VT",500239556001012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955600"
"10115092","VT",500239556001013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955600"
"10115093","VT",500239556001014,56,56,57,57,57,57,57,59,99,99,99,99,99,99,99,99,42,42,42.75,42.75,42.75,42.75,42.75,44.25,"50023955600"
"10115094","VT",500239556001015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955600"
"10115095","VT",500239556001016,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,"50023955600"
"10115096","VT",500239556001017,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,"50023955600"
"10115097","VT",500239556001018,26,26,26,26,26,26,27,28,49,49,49,49,49,49,49,49,17,17,17,17,17,17,17.6538,18.3076,"50023955600"
"10115098","VT",500239556001019,23,23,23,23,23,23,23,24,50,50,50,50,50,50,50,50,17,17,17,17,17,17,17,17.7391,"50023955600"
"10115099","VT",500239556001020,17,17,17,17,17,17,17,17,38,38,38,38,38,38,38,38,14,14,14,14,14,14,14,14,"50023955600"
"10115100","VT",500239556001021,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"50023955600"
"10115101","VT",500239556001022,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,"50023955600"
"10115102","VT",500239556001023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955600"
"10115103","VT",500239556001024,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50023955600"
"10115104","VT",500239556001025,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,"50023955600"
"10115105","VT",500239556001026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50023955600"
"10115106","VT",500239556001027,61,61,61,61,61,62,63,66,89,89,89,89,89,89,89,89,39,39,39,39,39,39.6393,40.2786,42.1965,"50023955600"
