"","stateabbr","block_fips","hu2010","hu2011","hu2012","hu2013","hu2014","hu2015","hu2016","hu2017","pop2010","pop2011","pop2012","pop2013","pop2014","pop2015","pop2016","pop2017","hh2010","hh2011","hh2012","hh2013","hh2014","hh2015","hh2016","hh2017","TractCode"
"10096528","VT",500070005002008,52,52,52,52,52,52,53,55,126,126,126,126,126,126,126,126,49,49,49,49,49,49,49.9423,51.8269,"50007000500"
"10096529","VT",500070005003000,90,90,90,90,90,90,90,90,216,216,216,216,216,216,216,216,90,90,90,90,90,90,90,90,"50007000500"
"10096530","VT",500070005003001,64,64,65,65,65,65,65,66,200,201,201,201,201,201,201,201,60,60,60.9375,60.9375,60.9375,60.9375,60.9375,61.875,"50007000500"
"10096531","VT",500070005003002,40,40,40,40,40,40,40,40,116,116,116,116,116,116,116,116,39,39,39,39,39,39,39,39,"50007000500"
"10096532","VT",500070005003003,15,15,15,15,15,15,15,15,45,45,46,47,47,48,48,48,15,15,15,15,15,15,15,15,"50007000500"
"10096533","VT",500070005003004,81,81,81,81,81,81,81,81,135,135,135,137,137,137,137,137,72,72,72,72,72,72,72,72,"50007000500"
"10096534","VT",500070005003005,86,86,86,86,86,86,86,86,165,165,165,166,166,166,166,166,80,80,80,80,80,80,80,80,"50007000500"
"10096535","VT",500070005003006,44,44,44,44,44,45,45,45,101,101,102,103,103,103,103,104,44,44,44,44,44,45,45,45,"50007000500"
"10096536","VT",500070005003007,71,71,71,71,71,71,71,72,123,123,124,124,125,125,126,126,66,66,66,66,66,66,66,66.9296,"50007000500"
"10096537","VT",500070005003008,27,27,28,28,28,28,29,29,64,64,64,64,64,64,64,64,26,26,26.963,26.963,26.963,26.963,27.926,27.926,"50007000500"
"10096538","VT",500070005003009,103,103,103,103,103,103,103,103,225,225,225,225,225,225,225,225,101,101,101,101,101,101,101,101,"50007000500"
"10096539","VT",500070005003010,3,3,3,3,3,3,3,4,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,4,"50007000500"
"10096540","VT",500070006001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007000600"
"10096541","VT",500070006001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007000600"
"10096542","VT",500070006001002,10,10,11,11,11,11,11,11,25,25,25,25,25,25,25,26,10,10,11,11,11,11,11,11,"50007000600"
"10096543","VT",500070006001003,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"50007000600"
"10096544","VT",500070006001004,14,14,14,14,14,14,14,14,49,49,49,49,49,49,49,50,14,14,14,14,14,14,14,14,"50007000600"
"10096545","VT",500070006001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007000600"
"10096546","VT",500070006001006,456,456,457,457,457,457,458,459,1345,1347,1348,1349,1349,1349,1349,1353,418,418,418.9167,418.9167,418.9167,418.9167,419.8334,420.7501,"50007000600"
"10096547","VT",500070006001007,72,72,72,72,72,72,72,72,126,126,126,126,126,126,126,126,72,72,72,72,72,72,72,72,"50007000600"
"10096548","VT",500070006001008,18,18,18,18,18,18,18,18,36,36,36,36,36,36,36,36,15,15,15,15,15,15,15,15,"50007000600"
"10096549","VT",500070006001009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007000600"
"10096550","VT",500070006001010,81,81,81,81,81,82,82,84,180,182,182,182,182,182,182,182,76,76,76,76,76,76.9383,76.9383,78.8149,"50007000600"
"10096551","VT",500070006001011,55,55,55,55,55,55,55,55,111,111,111,112,112,112,112,112,54,54,54,54,54,54,54,54,"50007000600"
"10096552","VT",500070006001012,28,28,28,28,28,28,28,28,66,66,67,67,67,67,67,68,26,26,26,26,26,26,26,26,"50007000600"
"10096553","VT",500070006001013,6,6,6,6,6,6,6,7,19,19,19,19,19,19,19,19,6,6,6,6,6,6,6,7,"50007000600"
"10096554","VT",500070006001014,62,62,62,62,62,62,62,62,143,144,145,145,146,146,146,147,60,60,60,60,60,60,60,60,"50007000600"
"10096555","VT",500070006001015,45,45,45,45,45,45,45,45,98,99,99,99,99,99,99,99,45,45,45,45,45,45,45,45,"50007000600"
"10096556","VT",500070006001016,61,61,61,61,61,63,63,63,136,136,136,136,136,136,136,136,59,59,59,59,59,60.9344,60.9344,60.9344,"50007000600"
"10096557","VT",500070006001017,261,261,262,263,264,265,266,268,626,627,630,631,632,632,632,635,259,259,259.9923,260.9846,261.9769,262.9692,263.9615,265.9461,"50007000600"
"10096558","VT",500070006001018,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,"50007000600"
"10096559","VT",500070006001019,11,11,11,11,11,11,11,11,29,29,30,30,30,30,30,30,11,11,11,11,11,11,11,11,"50007000600"
"10096560","VT",500070006001020,64,64,64,64,64,64,64,64,139,139,139,139,139,140,140,140,62,62,62,62,62,62,62,62,"50007000600"
"10096561","VT",500070006001021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007000600"
"10096562","VT",500070006001022,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,"50007000600"
"10096563","VT",500070006001023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007000600"
"10096564","VT",500070006002000,22,22,22,22,22,22,22,22,60,60,60,60,60,60,60,61,22,22,22,22,22,22,22,22,"50007000600"
"10096565","VT",500070006002001,60,60,60,60,60,60,60,60,127,127,127,127,127,127,127,127,59,59,59,59,59,59,59,59,"50007000600"
"10096566","VT",500070006002002,22,22,22,22,22,22,22,22,60,60,60,60,60,60,60,60,20,20,20,20,20,20,20,20,"50007000600"
"10096567","VT",500070006002003,53,53,53,53,53,53,53,53,101,101,101,101,101,101,101,101,49,49,49,49,49,49,49,49,"50007000600"
"10096568","VT",500070006002004,39,39,39,39,39,39,39,40,75,75,75,75,75,75,75,75,37,37,37,37,37,37,37,37.9487,"50007000600"
"10096569","VT",500070006002005,115,115,115,115,115,115,115,115,243,244,244,244,244,244,244,246,111,111,111,111,111,111,111,111,"50007000600"
"10096570","VT",500070006002006,49,49,49,49,49,49,49,49,121,121,121,121,122,122,122,123,49,49,49,49,49,49,49,49,"50007000600"
"10096571","VT",500070006002007,76,76,76,76,76,76,76,77,320,320,320,320,321,321,321,321,73,73,73,73,73,73,73,73.9605,"50007000600"
"10096572","VT",500070006002008,55,55,55,55,55,55,55,57,146,146,146,146,146,146,147,147,54,54,54,54,54,54,54,55.9636,"50007000600"
"10096573","VT",500070006002009,255,256,256,256,256,256,256,256,604,604,604,604,604,605,605,605,247,247.9686,247.9686,247.9686,247.9686,247.9686,247.9686,247.9686,"50007000600"
"10096574","VT",500070006002010,49,49,49,49,50,50,50,50,171,171,171,171,171,171,171,171,40,40,40,40,40.8163,40.8163,40.8163,40.8163,"50007000600"
"10096575","VT",500070008001000,22,22,22,22,22,22,22,22,39,39,39,40,40,40,40,40,21,21,21,21,21,21,21,21,"50007000800"
"10096576","VT",500070008001001,82,82,82,82,82,82,82,82,160,160,160,161,161,161,161,161,80,80,80,80,80,80,80,80,"50007000800"
"10096577","VT",500070008001002,38,38,38,39,39,39,39,39,72,72,72,72,72,72,72,72,35,35,35,35.9211,35.9211,35.9211,35.9211,35.9211,"50007000800"
"10096578","VT",500070008001003,133,133,133,134,134,134,134,134,267,267,267,267,267,267,267,269,126,126,126,126.9474,126.9474,126.9474,126.9474,126.9474,"50007000800"
"10096579","VT",500070008001004,41,41,41,41,41,42,43,44,111,112,112,112,113,113,113,113,40,40,40,40,40,40.9756,41.9512,42.9268,"50007000800"
"10096580","VT",500070008001005,30,30,30,30,30,30,30,30,47,47,47,47,47,47,47,47,30,30,30,30,30,30,30,30,"50007000800"
"10096581","VT",500070008001006,57,57,57,57,57,58,58,59,126,126,127,127,127,127,127,128,53,53,53,53,53,53.9298,53.9298,54.8596,"50007000800"
"10096582","VT",500070008001007,55,55,55,55,55,55,55,55,136,136,137,137,137,137,137,137,52,52,52,52,52,52,52,52,"50007000800"
"10096583","VT",500070008001008,54,55,55,55,56,56,56,56,139,139,139,139,139,140,140,140,52,52.963,52.963,52.963,53.926,53.926,53.926,53.926,"50007000800"
"10096584","VT",500070008001009,118,118,118,118,118,118,118,118,212,213,213,214,214,214,214,215,116,116,116,116,116,116,116,116,"50007000800"
"10096585","VT",500070008001010,81,81,81,81,81,81,81,81,170,172,172,173,174,174,174,175,77,77,77,77,77,77,77,77,"50007000800"
"10096586","VT",500070008001011,20,20,20,20,20,20,20,20,42,42,42,42,42,42,42,42,19,19,19,19,19,19,19,19,"50007000800"
"10096587","VT",500070008001012,21,21,21,21,21,21,22,22,39,39,39,39,39,39,39,39,21,21,21,21,21,21,22,22,"50007000800"
"10096588","VT",500070008001013,24,24,24,24,24,25,25,26,50,50,51,51,51,51,51,51,24,24,24,24,24,25,25,26,"50007000800"
"10096589","VT",500070008001014,18,18,18,18,18,18,18,18,40,40,40,40,41,41,41,42,17,17,17,17,17,17,17,17,"50007000800"
"10096590","VT",500070008001015,29,29,29,30,31,31,31,31,67,67,67,68,68,69,69,69,28,28,28,28.9655,29.931,29.931,29.931,29.931,"50007000800"
"10096591","VT",500070008002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007000800"
"10096592","VT",500070008002001,10,10,10,10,10,10,10,11,21,21,21,21,21,21,21,21,7,7,7,7,7,7,7,7.7,"50007000800"
"10096593","VT",500070008002002,164,164,166,166,166,166,166,167,371,372,372,374,374,375,375,378,158,158,159.9268,159.9268,159.9268,159.9268,159.9268,160.8902,"50007000800"
"10096594","VT",500070008002003,14,14,16,16,16,17,17,17,32,32,33,33,33,33,33,33,14,14,16,16,16,17,17,17,"50007000800"
"10096595","VT",500070008002004,39,39,39,39,40,40,40,42,89,89,89,89,90,91,91,91,37,37,37,37,37.9487,37.9487,37.9487,39.8461,"50007000800"
"10096596","VT",500070008002005,12,12,12,13,13,13,13,13,69,69,69,69,69,69,69,69,11,11,11,11.9167,11.9167,11.9167,11.9167,11.9167,"50007000800"
"10096597","VT",500070008002006,10,10,11,11,11,11,11,13,21,21,21,21,21,21,21,22,10,10,11,11,11,11,11,13,"50007000800"
"10096598","VT",500070008002007,18,18,18,18,18,18,18,18,46,46,47,48,48,48,48,49,17,17,17,17,17,17,17,17,"50007000800"
"10096599","VT",500070008002008,12,12,12,12,12,12,12,13,27,27,27,27,27,27,27,27,11,11,11,11,11,11,11,11.9167,"50007000800"
"10096600","VT",500070008002009,27,27,28,28,28,28,28,28,61,61,61,61,61,61,61,61,27,27,28,28,28,28,28,28,"50007000800"
"10096601","VT",500070009001000,36,36,38,38,38,38,39,39,259,259,263,263,264,264,264,264,36,36,38,38,38,38,39,39,"50007000900"
"10096602","VT",500070009001001,55,55,55,55,55,55,55,55,339,339,339,339,341,342,342,342,54,54,54,54,54,54,54,54,"50007000900"
"10096603","VT",500070009001002,24,24,24,24,24,24,24,25,67,67,67,67,68,68,68,68,24,24,24,24,24,24,24,25,"50007000900"
"10096604","VT",500070009001003,22,22,22,22,23,23,23,23,101,101,101,101,101,101,101,101,22,22,22,22,23,23,23,23,"50007000900"
"10096605","VT",500070009001004,38,38,38,38,39,39,39,39,85,85,85,85,85,86,86,86,35,35,35,35,35.9211,35.9211,35.9211,35.9211,"50007000900"
"10096606","VT",500070009001005,36,36,36,36,36,36,36,37,79,79,79,80,80,80,80,81,35,35,35,35,35,35,35,35.9722,"50007000900"
"10096607","VT",500070009001006,39,39,39,39,39,39,39,39,72,72,73,73,73,73,73,73,37,37,37,37,37,37,37,37,"50007000900"
"10096608","VT",500070009001007,40,40,40,40,40,40,40,40,77,77,77,77,77,77,77,77,39,39,39,39,39,39,39,39,"50007000900"
"10096609","VT",500070009002000,50,52,52,52,52,52,52,52,111,111,111,111,111,111,111,111,50,52,52,52,52,52,52,52,"50007000900"
"10096610","VT",500070009002001,80,80,80,80,81,81,81,81,148,148,148,149,149,149,149,149,77,77,77,77,77.9625,77.9625,77.9625,77.9625,"50007000900"
"10096611","VT",500070009002002,53,53,53,53,53,53,53,54,111,111,111,111,111,112,112,113,52,52,52,52,52,52,52,52.9811,"50007000900"
"10096612","VT",500070009002003,88,88,88,89,89,89,89,89,164,164,164,164,165,165,165,165,83,83,83,83.9432,83.9432,83.9432,83.9432,83.9432,"50007000900"
"10096613","VT",500070009002004,93,93,93,93,93,93,93,93,175,175,175,175,175,176,176,176,87,87,87,87,87,87,87,87,"50007000900"
"10096614","VT",500070009002005,49,49,49,50,50,51,51,52,92,92,92,94,94,95,95,95,48,48,48,48.9796,48.9796,49.9592,49.9592,50.9388,"50007000900"
"10096615","VT",500070009003000,46,46,46,46,46,46,47,47,93,93,93,93,93,93,93,93,46,46,46,46,46,46,47,47,"50007000900"
"10096616","VT",500070009003001,40,40,40,40,40,40,40,40,78,79,79,79,79,79,79,79,40,40,40,40,40,40,40,40,"50007000900"
"10096617","VT",500070009003002,210,210,211,211,212,212,212,212,268,268,268,268,268,268,268,268,205,205,205.9762,205.9762,206.9524,206.9524,206.9524,206.9524,"50007000900"
"10096618","VT",500070009003003,116,118,118,118,118,118,118,118,226,226,226,226,226,226,226,226,112,113.931,113.931,113.931,113.931,113.931,113.931,113.931,"50007000900"
"10096619","VT",500070009003004,73,73,73,73,73,73,73,73,162,162,163,163,165,166,166,166,72,72,72,72,72,72,72,72,"50007000900"
"10096620","VT",500070009003005,64,64,64,64,64,64,64,65,132,132,133,133,134,134,134,134,60,60,60,60,60,60,60,60.9375,"50007000900"
"10096621","VT",500070010001000,13,13,13,13,13,13,13,16,43,43,43,43,44,44,44,45,13,13,13,13,13,13,13,16,"50007001000"
"10096622","VT",500070010001001,9,9,9,9,9,9,9,10,29,29,29,29,29,29,29,29,9,9,9,9,9,9,9,10,"50007001000"
"10096623","VT",500070010001002,124,124,124,124,124,124,124,124,136,136,136,136,136,136,136,136,122,122,122,122,122,122,122,122,"50007001000"
"10096624","VT",500070010001003,56,56,57,57,57,57,57,57,77,77,79,79,79,80,80,80,48,48,48.8571,48.8571,48.8571,48.8571,48.8571,48.8571,"50007001000"
"10096625","VT",500070010001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007001000"
"10096626","VT",500070010001005,41,41,41,41,42,43,43,43,80,80,80,81,81,81,81,81,40,40,40,40,40.9756,41.9512,41.9512,41.9512,"50007001000"
"10096627","VT",500070010001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007001000"
"10096628","VT",500070010001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007001000"
"10096629","VT",500070010001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007001000"
"10096630","VT",500070010001009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007001000"
"10096631","VT",500070010001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007001000"
"10096632","VT",500070010001011,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,"50007001000"
"10096633","VT",500070010001012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,"50007001000"
"10096634","VT",500070010001013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007001000"
"10096635","VT",500070010001014,110,110,110,111,111,111,111,111,116,116,116,117,117,118,118,118,68,68,68,68.6182,68.6182,68.6182,68.6182,68.6182,"50007001000"
"10096636","VT",500070010001015,6,6,6,6,6,6,7,7,9,11,12,12,12,12,12,12,6,6,6,6,6,6,7,7,"50007001000"
"10096637","VT",500070010001016,7,7,7,7,7,7,7,7,15,15,17,17,18,19,19,19,7,7,7,7,7,7,7,7,"50007001000"
"10096638","VT",500070010001017,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,"50007001000"
"10096639","VT",500070010001018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007001000"
"10096640","VT",500070010001019,14,14,14,14,14,14,14,14,23,23,23,23,24,24,24,24,13,13,13,13,13,13,13,13,"50007001000"
"10096641","VT",500070010001020,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,2,2,2,2,2,2,"50007001000"
"10096642","VT",500070010001021,29,29,29,29,29,29,29,29,38,38,38,38,39,40,40,40,25,25,25,25,25,25,25,25,"50007001000"
"10096643","VT",500070010001022,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9407,0.9407,0.9407,0.9407,0.9407,"50007001000"
"10096644","VT",500070010001023,34,34,34,34,35,35,36,36,42,42,44,44,44,44,44,44,33,33,33,33,33.9706,33.9706,34.9412,34.9412,"50007001000"
"10096645","VT",500070010001024,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,"50007001000"
"10096646","VT",500070010001025,44,44,44,44,44,44,44,45,47,47,48,48,48,48,48,48,43,43,43,43,43,43,43,43.9773,"50007001000"
"10096647","VT",500070010001026,78,78,79,79,79,79,79,80,122,123,123,123,124,124,124,124,76,76,76.9744,76.9744,76.9744,76.9744,76.9744,77.9488,"50007001000"
"10096648","VT",500070010001027,41,41,41,41,41,41,41,42,91,94,94,94,94,94,94,94,38,38,38,38,38,38,38,38.9268,"50007001000"
"10096649","VT",500070010001028,42,42,42,42,43,43,45,45,51,51,51,52,53,53,53,53,40,40,40,40,40.9524,40.9524,42.8572,42.8572,"50007001000"
"10096650","VT",500070010001029,96,96,96,96,96,96,96,96,126,126,126,126,126,126,126,126,81,81,81,81,81,81,81,81,"50007001000"
"10096651","VT",500070010001030,29,29,29,29,29,29,29,29,73,73,73,74,74,75,75,75,29,29,29,29,29,29,29,29,"50007001000"
"10096652","VT",500070010001031,0,0,1,1,1,1,1,1,0,1,1,2,2,3,3,3,0,0,0.9407,0.9407,0.9407,0.9407,0.9407,0.9407,"50007001000"
"10096653","VT",500070010001032,8,8,9,9,9,9,9,9,11,11,11,11,11,11,11,11,8,8,9,9,9,9,9,9,"50007001000"
"10096654","VT",500070010001033,16,16,16,16,16,16,16,16,15,15,16,17,17,17,17,17,8,8,8,8,8,8,8,8,"50007001000"
"10096655","VT",500070010001034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007001000"
"10096656","VT",500070010001035,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"50007001000"
"10096657","VT",500070010002000,56,56,56,56,57,57,57,57,121,121,121,121,121,121,121,121,55,55,55,55,55.9821,55.9821,55.9821,55.9821,"50007001000"
"10096658","VT",500070010002001,72,72,72,72,72,72,72,72,187,187,188,189,189,189,189,189,71,71,71,71,71,71,71,71,"50007001000"
"10096659","VT",500070010002002,14,14,14,14,14,14,14,14,24,24,24,24,24,24,24,24,14,14,14,14,14,14,14,14,"50007001000"
"10096660","VT",500070010002003,115,117,117,117,118,118,118,119,191,191,191,191,191,191,191,191,114,115.9826,115.9826,115.9826,116.9739,116.9739,116.9739,117.9652,"50007001000"
"10096661","VT",500070010002004,85,85,85,85,85,85,85,85,147,147,147,147,148,148,148,148,82,82,82,82,82,82,82,82,"50007001000"
"10096662","VT",500070010002005,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,4,1,1,1,1,1,1,1,2,"50007001000"
"10096663","VT",500070010002006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007001000"
"10096664","VT",500070010002007,103,103,103,103,103,103,104,104,186,186,188,189,189,189,189,189,101,101,101,101,101,101,101.9806,101.9806,"50007001000"
"10096665","VT",500070010002008,137,137,137,138,138,138,139,139,264,266,266,267,268,269,269,272,121,121,121,121.8832,121.8832,121.8832,122.7664,122.7664,"50007001000"
"10096666","VT",500070010002009,38,38,39,40,40,40,40,40,68,69,69,69,69,69,69,69,36,36,36.9474,37.8948,37.8948,37.8948,37.8948,37.8948,"50007001000"
"10096667","VT",500070010002010,16,16,16,16,16,16,16,16,28,28,28,28,28,28,28,28,16,16,16,16,16,16,16,16,"50007001000"
"10096668","VT",500070011001000,30,30,30,30,30,30,31,31,68,69,69,69,70,70,70,70,30,30,30,30,30,30,31,31,"50007001100"
"10096669","VT",500070011001001,21,21,21,21,21,21,21,21,38,38,38,38,38,38,38,38,20,20,20,20,20,20,20,20,"50007001100"
"10096670","VT",500070011001002,27,27,27,27,27,27,27,27,59,59,59,59,59,59,59,59,27,27,27,27,27,27,27,27,"50007001100"
"10096671","VT",500070011001003,8,8,8,8,8,8,9,9,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7.875,7.875,"50007001100"
"10096672","VT",500070011001004,14,14,14,14,14,14,14,14,29,29,30,31,31,31,31,31,14,14,14,14,14,14,14,14,"50007001100"
"10096673","VT",500070011001005,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,"50007001100"
"10096674","VT",500070011001006,12,12,15,15,15,15,15,15,27,27,27,28,29,29,29,30,12,12,15,15,15,15,15,15,"50007001100"
"10096675","VT",500070011001007,21,21,21,21,21,22,22,22,36,36,36,36,36,36,36,36,20,20,20,20,20,20.9524,20.9524,20.9524,"50007001100"
"10096676","VT",500070011001008,15,15,15,15,15,16,17,17,39,40,40,41,41,41,41,41,15,15,15,15,15,16,17,17,"50007001100"
"10096677","VT",500070011001009,18,18,18,18,18,19,19,19,41,41,41,41,41,41,41,41,18,18,18,18,18,19,19,19,"50007001100"
"10096678","VT",500070011001010,41,41,41,41,41,41,41,43,73,73,74,76,76,76,76,76,40,40,40,40,40,40,40,41.9512,"50007001100"
"10096679","VT",500070011001011,33,33,33,34,34,34,34,34,82,82,82,83,83,83,83,83,33,33,33,34,34,34,34,34,"50007001100"
"10096680","VT",500070011001012,18,18,18,18,18,19,19,19,47,47,48,48,49,49,49,49,17,17,17,17,17,17.9444,17.9444,17.9444,"50007001100"
"10096681","VT",500070011001013,17,18,18,18,18,18,18,18,33,33,33,34,34,34,34,34,15,15.8824,15.8824,15.8824,15.8824,15.8824,15.8824,15.8824,"50007001100"
"10096682","VT",500070011001014,19,19,19,19,19,19,20,20,38,38,39,40,40,40,40,40,18,18,18,18,18,18,18.9474,18.9474,"50007001100"
"10096683","VT",500070011001015,13,14,14,14,14,14,14,14,27,27,27,27,27,27,27,27,12,12.9231,12.9231,12.9231,12.9231,12.9231,12.9231,12.9231,"50007001100"
"10096684","VT",500070011001016,27,27,27,28,28,28,28,28,52,52,52,52,52,52,52,52,27,27,27,28,28,28,28,28,"50007001100"
"10096685","VT",500070011001017,23,23,23,23,23,23,23,23,53,53,53,53,53,53,53,53,21,21,21,21,21,21,21,21,"50007001100"
"10096686","VT",500070011001018,16,16,16,16,16,16,16,16,37,37,37,37,37,37,37,37,15,15,15,15,15,15,15,15,"50007001100"
"10096687","VT",500070011001019,15,15,15,15,15,15,15,15,41,41,41,41,41,42,42,43,15,15,15,15,15,15,15,15,"50007001100"
"10096688","VT",500070011001020,114,115,116,116,117,117,117,118,317,318,321,322,323,325,325,325,114,115,116,116,117,117,117,118,"50007001100"
"10096689","VT",500070011001021,24,24,24,24,24,24,24,24,76,76,76,76,76,76,76,76,24,24,24,24,24,24,24,24,"50007001100"
"10096690","VT",500070011001022,22,22,22,23,23,23,23,23,60,60,60,60,60,60,60,60,22,22,22,23,23,23,23,23,"50007001100"
"10096691","VT",500070011001023,38,38,38,38,39,39,39,39,87,87,87,87,87,88,88,89,38,38,38,38,39,39,39,39,"50007001100"
"10096692","VT",500070011001024,39,39,40,40,40,41,41,42,92,92,93,93,94,94,94,94,39,39,40,40,40,41,41,42,"50007001100"
"10096693","VT",500070011001025,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50007001100"
"10096694","VT",500070011001026,18,18,18,18,18,18,18,18,47,47,47,47,47,48,48,48,18,18,18,18,18,18,18,18,"50007001100"
"10096695","VT",500070011001027,3,3,3,3,3,3,4,4,8,8,9,9,9,9,9,9,3,3,3,3,3,3,4,4,"50007001100"
"10096696","VT",500070011001028,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.9407,0.9407,0.9407,0.9407,0.9407,0.9407,"50007001100"
"10096697","VT",500070011001029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007001100"
"10096698","VT",500070011002000,58,58,61,61,61,61,61,63,100,100,100,101,101,102,102,104,54,54,56.793,56.793,56.793,56.793,56.793,58.655,"50007001100"
"10096699","VT",500070011002001,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,2,0,0,0,0.9407,0.9407,0.9407,0.9407,0.9407,"50007001100"
"10096700","VT",500070011002002,15,15,15,15,15,15,15,15,28,28,28,28,28,28,28,29,13,13,13,13,13,13,13,13,"50007001100"
"10096701","VT",500070011002003,300,301,302,304,304,304,306,309,592,594,599,600,601,601,601,608,278,278.9267,279.8534,281.7068,281.7068,281.7068,283.5602,286.3403,"50007001100"
"10096702","VT",500070011002004,23,24,24,25,25,25,25,25,54,54,54,54,54,54,54,54,21,21.913,21.913,22.826,22.826,22.826,22.826,22.826,"50007001100"
"10096703","VT",500070011002005,44,44,44,44,44,44,45,45,66,66,66,66,66,66,66,66,41,41,41,41,41,41,41.9318,41.9318,"50007001100"
"10096704","VT",500070011002006,38,38,38,38,38,38,38,38,55,55,55,55,55,55,55,55,33,33,33,33,33,33,33,33,"50007001100"
"10096705","VT",500070011002007,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9407,0.9407,1.8814,"50007001100"
"10096706","VT",500070011002008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"50007001100"
"10096707","VT",500070021011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096708","VT",500070021011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096709","VT",500070021011002,37,37,37,37,37,37,37,38,101,102,102,104,104,106,106,107,37,37,37,37,37,37,37,38,"50007002101"
"10096710","VT",500070021011003,11,11,11,11,11,11,11,11,30,30,30,30,30,31,31,31,10,10,10,10,10,10,10,10,"50007002101"
"10096711","VT",500070021011004,24,24,25,25,25,25,25,25,53,53,53,56,57,57,57,57,23,23,23.9583,23.9583,23.9583,23.9583,23.9583,23.9583,"50007002101"
"10096712","VT",500070021011005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096713","VT",500070021011006,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,"50007002101"
"10096714","VT",500070021011007,18,18,18,18,18,18,18,18,37,38,41,42,42,42,43,45,17,17,17,17,17,17,17,17,"50007002101"
"10096715","VT",500070021011008,20,20,20,20,20,20,20,21,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4.2,"50007002101"
"10096716","VT",500070021011009,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,"50007002101"
